0.3   1.09404   2.7073   0.1   
0.425098   1.19689   2.67438   0.0625489   
0.553286   1.3517   2.5948   0.0640941   
0.668178   1.53999   2.46448   0.057446   
0.776501   1.76311   2.27884   0.0541617   
0.87783   2.00683   2.04931   0.0506644   
0.974131   2.25419   1.7906   0.0481504   
1.07558   2.49814   1.49513   0.0507224   
1.1804   2.67592   1.19307   0.0524098   
1.26735   2.71658   0.965254   0.0434759   
1.35221   2.63   0.775042   0.0424326   
1.42017   2.46488   0.649577   0.0339783   
1.48838   2.22425   0.548388   0.0341039   
1.54807   1.96996   0.479482   0.029849   
1.60368   1.71507   0.430842   0.0278044   
1.65786   1.46677   0.397038   0.0270859   
1.71232   1.23124   0.376016   0.0272323   
1.76891   1.01262   0.367908   0.0282968   
1.83077   0.811726   0.376061   0.0309294   
1.88995   0.65891   0.402995   0.0295898   
1.94565   0.548601   0.449457   0.0278513   
1.9984   0.47114   0.517636   0.0263715   
2.04889   0.418709   0.61138   0.0252481   
2.09804   0.385912   0.73664   0.0245723   
2.14706   0.369816   0.902707   0.0245096   
2.19792   0.370467   1.12546   0.0254318   
2.24785   0.389611   1.39641   0.0249649   
2.2968   0.42925   1.70512   0.0244738   
2.33834   0.482885   1.98496   0.0207693   
2.37524   0.549719   2.22829   0.0184498   
2.40961   0.631863   2.43122   0.0171872   
2.44251   0.731964   2.5859   0.0164504   
2.47465   0.853313   2.68408   0.0160683   
2.50667   1.00018   2.71828   0.0160084   
2.53932   1.17847   2.68163   0.016328   
2.57378   1.39735   2.56605   0.0172296   
2.6091   1.64963   2.37669   0.0176616   
2.64521   1.92478   2.1293   0.0180518   
2.68582   2.22972   1.81755   0.0203055   
2.72842   2.50239   1.48933   0.0213027   
2.76711   2.66616   1.2163   0.0193428   
2.80704   2.7174   0.97484   0.0199649   
2.84313   2.648   0.796614   0.0180444   
2.87552   2.49744   0.668411   0.016196   
2.9047   2.30403   0.576508   0.0145886   
2.93265   2.08364   0.507113   0.0139745   
2.96028   1.84841   0.454275   0.0138163   
2.9882   1.60869   0.414883   0.0139607   
3.01701   1.37281   0.387333   0.0144058   
3.04752   1.1468   0.371363   0.0152537   
3.08119   0.933401   0.368755   0.0168373   
3.1161   0.75468   0.383056   0.0174545   
3.15005   0.620223   0.41539   0.0169714   
3.18301   0.522356   0.467458   0.0164844   
3.21512   0.453446   0.542277   0.0160547   
3.24668   0.407219   0.644569   0.0157759   
3.2782   0.379401   0.781587   0.0157615   
3.31066   0.368106   0.965488   0.0162292   
3.34334   0.374028   1.19879   0.0163401   
3.37601   0.398389   1.47867   0.0163373   
3.40706   0.441213   1.77694   0.0155235   
3.43387   0.49675   2.0431   0.0134039   
3.45849   0.566137   2.27594   0.0123137   
3.48192   0.651623   2.46857   0.0117135   
3.5047   0.756023   2.61194   0.0113885   
3.52726   0.882938   2.69721   0.01128   
3.55005   1.03716   2.71647   0.0113969   
3.57368   1.22556   2.66205   0.0118148   
3.5992   1.45971   2.52365   0.012761   
3.62478   1.71918   2.31747   0.0127867   
3.65177   2.00461   2.0515   0.0134964   
3.68249   2.31268   1.72469   0.0153598   
3.71462   2.56811   1.39418   0.0160668   
3.74265   2.69553   1.13813   0.0140129   
3.7702   2.71019   0.925745   0.0137755   
3.79644   2.61749   0.761642   0.0131186   
3.81942   2.45985   0.646823   0.0114916   
3.84081   2.26362   0.561757   0.0106962   
3.86168   2.04248   0.496598   0.0104313   
3.88254   1.80803   0.446747   0.0104336   
3.90384   1.57009   0.409649   0.0106468   
3.92603   1.33651   0.384041   0.0110948   
3.9498   1.11276   0.369992   0.011887   
3.97655   0.900484   0.369912   0.0133774   
4.00342   0.730526   0.386963   0.0134322   
4.0297   0.602906   0.422089   0.0131419   
4.05539   0.510185   0.477276   0.0128446   
4.08058   0.445127   0.555845   0.0125916   
4.1055   0.401882   0.662928   0.0124619   
4.13062   0.37659   0.806476   0.0125589   
4.15648   0.367881   0.997539   0.0129304   
4.18248   0.376398   1.23706   0.0130018   
4.2086   0.403542   1.52212   0.0130602   
4.2327   0.447576   1.81258   0.0120477   
4.25393   0.50443   2.07336   0.0106143   
4.27365   0.575463   2.30126   0.00986346   
4.29255   0.662974   2.48836   0.00944912   
4.31103   0.769885   2.62531   0.0092393   
99 2 9.31457e-006
