0.3   1.09404   2.7073   0.1   
0.5   1.2807   2.63508   0.1   
0.881209   2.01516   2.04098   0.190605   
1.29424   2.70395   0.90122   0.206516   
1.52596   2.06778   0.502946   0.115859   
1.7672   1.01843   0.367804   0.120621   
1.98978   0.481928   0.504206   0.111289   
2.20299   0.37149   1.14969   0.106608   
2.39317   0.589879   2.33785   0.0950893   
2.55817   1.29391   2.62866   0.0824983   
2.69041   2.26192   1.78258   0.0661207   
2.82307   2.70089   0.891479   0.0663311   
2.95971   1.85396   0.455424   0.0683175   
3.09027   0.882992   0.370628   0.0652782   
3.21589   0.452119   0.543853   0.0628138   
3.34065   0.372823   1.17641   0.0623762   
3.46854   0.600065   2.36221   0.0639489   
3.57787   1.26104   2.64547   0.0546622   
3.67079   2.19912   1.85098   0.0464618   
3.76729   2.71453   0.947046   0.0482484   
3.8693   1.95844   0.477082   0.0510046   
3.9685   0.960233   0.368139   0.0496038   
4.06195   0.491149   0.494739   0.0467212   
4.16111   0.36817   1.03529   0.0495791   
4.25901   0.520742   2.13239   0.0489542   
4.35204   1.09372   2.70716   0.0465122   
28 3 0.00105959
