0.3   1.09404   2.7073   0.1   
0.5   1.2807   2.63508   0.1   
0.814232   1.85044   2.19943   0.157116   
1.08534   2.51883   1.46646   0.135553   
1.31484   2.68465   0.854447   0.114753   
1.50745   2.14642   0.524457   0.0963059   
1.64608   1.51999   0.403297   0.0693145   
1.78364   0.961018   0.36817   0.0687787   
1.92983   0.576824   0.433824   0.073093   
2.06883   0.403344   0.657573   0.0694997   
2.19119   0.369331   1.09266   0.0611839   
2.31917   0.455553   1.85486   0.0639857   
2.40697   0.624732   2.41662   0.0439011   
2.4949   0.942934   2.71349   0.0439652   
2.57634   1.41456   2.5546   0.0407198   
2.66216   2.05435   2.00162   0.0429134   
2.75076   2.60894   1.32774   0.0442995   
2.84961   2.62414   0.768788   0.0494219   
2.92257   2.16617   0.530285   0.0364792   
2.99497   1.55199   0.407325   0.0362008   
3.06563   1.02721   0.36803   0.035331   
3.14777   0.628207   0.412556   0.0410714   
3.23125   0.427423   0.590471   0.0417409   
3.30914   0.368278   0.955515   0.0389412   
3.38996   0.415022   1.60931   0.04041   
3.45294   0.548698   2.22489   0.031492   
3.51625   0.81774   2.66301   0.0316555   
3.57414   1.22916   2.6602   0.0289452   
3.63316   1.80702   2.23909   0.0295098   
3.69534   2.42546   1.58957   0.0310871   
3.7743   2.70232   0.897985   0.0394812   
3.84228   2.24905   0.556829   0.0339902   
3.89934   1.61991   0.416524   0.0285306   
3.95257   1.08907   0.369267   0.0266161   
4.01404   0.674861   0.398774   0.0307317   
4.0795   0.447569   0.551762   0.0327327   
4.14128   0.370991   0.879243   0.0308876   
4.20432   0.397712   1.47209   0.0315223   
4.2566   0.512879   2.10473   0.0261423   
4.30932   0.758803   2.6143   0.0263599   
44 5 0.00067775
