0.3   1.09404   2.7073   0.1   
0.4   1.17271   2.68378   0.1   
0.512802   1.29686   2.62642   0.112802   
0.641702   1.49219   2.5003   0.1289   
0.79573   1.80709   2.23926   0.154028   
0.95195   2.19717   1.85287   0.156221   
1.09193   2.53255   1.44702   0.139983   
1.17643   2.6714   1.20409   0.0844955   
1.24416   2.71757   1.02313   0.0677268   
1.31093   2.68883   0.863114   0.0667756   
1.37651   2.58048   0.727354   0.0655772   
1.45411   2.35332   0.596149   0.0776055   
1.52406   2.0758   0.50506   0.0699476   
1.58883   1.78382   0.442417   0.064771   
1.65251   1.49086   0.399797   0.0636752   
1.71432   1.22299   0.375487   0.0618167   
1.77443   0.993008   0.367888   0.0601071   
1.83303   0.805184   0.376724   0.058601   
1.88656   0.666658   0.400875   0.0535232   
1.93597   0.565583   0.439676   0.0494122   
1.98434   0.489404   0.496799   0.0483691   
2.03105   0.434968   0.574617   0.0467131   
2.07853   0.396887   0.682397   0.0474765   
2.13005   0.373559   0.839972   0.0515214   
2.18755   0.368859   1.07565   0.0575015   
2.24897   0.390269   1.40303   0.0614175   
2.31216   0.446715   1.80786   0.0631969   
2.36725   0.533511   2.1771   0.0550815   
2.41122   0.636251   2.43985   0.0439778   
2.45107   0.761871   2.61772   0.0398454   
2.48973   0.919134   2.70862   0.0386625   
2.52859   1.11668   2.70173   0.0388586   
2.57499   1.40557   2.56066   0.0464004   
2.6288   1.79868   2.2469   0.0538114   
2.69202   2.27355   1.76904   0.0632135   
2.74635   2.59053   1.3587   0.0543348   
2.78774   2.70906   1.08587   0.0413913   
2.8287   2.68891   0.863284   0.0409558   
2.87042   2.52611   0.686701   0.0417212   
2.91238   2.24613   0.5557   0.0419653   
2.95268   1.9139   0.467353   0.0402966   
2.99176   1.57866   0.410784   0.0390806   
3.03019   1.27169   0.378821   0.0384294   
3.06843   1.00954   0.367894   0.038243   
3.10681   0.798109   0.377477   0.0383727   
3.14514   0.637438   0.409473   0.0383291   
3.18023   0.529484   0.462173   0.0350985   
3.2146   0.454376   0.540847   0.0343698   
3.24884   0.404745   0.652799   0.0342382   
3.28562   0.375305   0.819596   0.0367778   
3.32775   0.369008   1.08142   0.0421322   
3.3738   0.396107   1.45844   0.0460481   
3.42191   0.469617   1.92469   0.0481067   
3.46054   0.572782   2.29412   0.0386289   
3.49415   0.704889   2.55195   0.0336179   
3.5264   0.877662   2.69514   0.0322481   
3.55725   1.0915   2.70787   0.0308503   
3.59308   1.40091   2.56373   0.0358294   
3.63519   1.82898   2.21926   0.0421047   
3.68573   2.34242   1.69025   0.0505439   
3.72639   2.63431   1.28217   0.0406597   
3.76035   2.71828   0.996914   0.0339641   
3.79292   2.6357   0.781544   0.0325632   
3.82726   2.39257   0.613327   0.0343466   
3.86074   2.05278   0.499166   0.0334783   
3.89309   1.68922   0.426747   0.0323439   
3.92477   1.3492   0.385159   0.0316797   
3.95624   1.05767   0.368455   0.0314783   
3.98791   0.823497   0.374946   0.0316631   
4.01981   0.646737   0.406551   0.0319074   
4.04963   0.528495   0.462885   0.029815   
4.0789   0.448735   0.549774   0.0292746   
4.10826   0.398238   0.676866   0.0293596   
4.14029   0.371327   0.872544   0.0320259   
4.17721   0.373236   1.18468   0.0369177   
4.21756   0.417601   1.62796   0.0403503   
4.25662   0.513017   2.10574   0.0390606   
4.28727   0.636427   2.44021   0.0306526   
4.3147   0.7939   2.64589   0.0274329   
106 28 1.12018e-005
